,nickname,text,score,like,dislike,time,watch_movie
4677,ReA(hayu****),"정말 정확히 제가 초등학교를 입학한 그 2008년부터, 고등학교 마지막 학년인 2019년까지. 어벤져스는 제 학창시절의 상징입니다.. 3시간이 전혀 지루하지 않았어요. MCU, 그리고 어벤져스 영원히 사랑합니다!!!...",10,2,0,2019-04-25 07:06:00,0
4678,멍뭉이(whdg****),진짜 대박입니다.. 3시간동안 지루한시간이단한번도없고.. 감동도 액션도 역대급입니다..본영화중 최고였습니다.. 소름돕게 봤네요,10,2,0,2019-04-25 07:05:00,관람객
4679,김선의(moon****),이렇게 재밌어버리면 다른 영화들에게서 흥미를 못느끼잔아,10,2,0,2019-04-25 06:19:00,0
4680,할리우드(iks4****),욘두가 살아있었으면  마지막 전투씬 볼만햇을텐데.. ㅋㅋㅋ,10,2,0,2019-04-25 06:11:00,0
4681,lcs3****,감히 역대급 최고영화일듯...,10,2,0,2019-04-25 06:11:00,관람객
4682,thsr****,3시간 금방 갑니다.꼭 보세요,10,2,0,2019-04-25 06:11:00,0
4683,아날키아(mari****),졸잼이였음ㅋㅋㅋ으으,10,2,0,2019-04-25 06:10:00,관람객
4684,인지(gomi****),3000 잘봤습니다 마블 화이팅,10,2,0,2019-04-25 06:09:00,0
4685,하우지(tass****),시리즈 영화 중 가장 완벽한 엔딩이었다,10,2,0,2019-04-25 06:09:00,0
4686,신용성(twin****),사랑합니다 아이언맨ㅠ,10,2,0,2019-04-25 06:08:00,0
4687,주노(twis****),"최고다...지루했다고? 샘의 on your left를 듣고 첫만남씬 생각에 미소지은 사람, 치즈버거를 사서 오바다이아 주지도 않고 다 먹던 씬을 떠올린 사람. 몇이나 될까. 그동안의 모든 마블 영화들과 장면과 대사들...",10,2,0,2019-04-25 06:07:00,0
4688,Ejaria(won9****),10년이 주마등처럼 스칩니다..,10,2,0,2019-04-25 05:16:00,0
4689,3877****,치쥬버거 최고야ㅠㅠ 3000만큼 사랑합니다...,10,2,0,2019-04-25 05:15:00,관람객
4690,달자네오빠(maxx****),로버트 다우니 주니어 짱!,10,2,0,2019-04-25 05:14:00,관람객
4691,김지훈(ques****),아이언맨으로 시작해서 아이언맨으로 끝났다.,10,2,0,2019-04-25 05:14:00,0
4692,jhhh****,몇년이 지나도 몇번이고 다시 볼 영화!! 아임 아이언맨,10,2,0,2019-04-25 05:14:00,0
4693,한싸(jero****),"3000만큼 사랑해요. 스탠 리, 당신이 그립습니다.",10,2,0,2019-04-25 05:13:00,관람객
4694,bdaa****,사랑해요 고마워요 나의 20대와 30대를 함께 해줘서..,10,2,0,2019-04-25 05:12:00,0
4695,호란(chcy****),수고했어요 영웅들. 그리고 아이언맨,10,2,0,2019-04-25 05:10:00,0
4696,몽환(craz****),토니 스타크 3000만큼 고생했다.블랙 위도우 3000만큼 사랑했다 ㅜㅜ,10,2,0,2019-04-25 05:09:00,0
4697,all4****,인피니티워가 절정 엔드게임은 에필로그 느낌 인피니티워가 정말 잘만든거같다 몰입감있게,8,2,0,2019-04-25 05:09:00,0
4698,iyb1****,수고했어 형들 평생 못잊을거야,10,2,0,2019-04-25 05:08:00,0
4699,난꽃이다(play****),진짜 이제까지의 모든 작품을 하나로 모아서 하나의큰 대작을 만들었습니다 고마워요 THANK YOU STAN 내가 앞으로 남은 생을 살면서 또 이런 작품을 볼수 있을까요 슬프고도 감동적인 내생의 최고의 작품이었어요 그...,10,2,0,2019-04-25 05:07:00,0
4700,clas****,"슈퍼히어로 영화이면서도, 그 내용은 사랑하는 모든 이들에 대한 그리움을 이야기하며 같이 공감할 수 있게 해줬던 진정한 가족영화였음.",10,2,0,2019-04-25 05:07:00,0
4701,kchh****,여운이 많이 남네요.. 내 인생에 명작..,10,2,0,2019-04-25 05:01:00,0
4702,솔(qogk****),아쉬울만큼 최선의 마무리.,10,2,0,2019-04-25 05:01:00,관람객
4703,앵(fiex****),미쳤습니다ㅠ 3000만큼 사랑해,10,2,0,2019-04-25 05:00:00,0
4704,primavera(sad_****),울었다 진짜.. 너무 뭉클,10,2,0,2019-04-25 04:59:00,0
4705,똥궁(lees****),정말 인생 연화라고 밖엔...,10,2,0,2019-04-25 04:59:00,0
4706,학생(124d****),그냥 보세요 보면 압니다,10,2,0,2019-04-25 04:59:00,0
4707,UNKNOWN(jinh****),이 말로 표현할 수 없는 먹먹함...물론 늘 그랬듯 좋은 영화들이 나오겠지만 지금만큼은 이 히어로들을 못볼거란 생각에 슬픔만 몰려온다. 울기도 아까울만큼 한톨도 빠짐없이 보고싶은 내 젊은시절 히어로물의 마지막회.,10,2,0,2019-04-25 04:58:00,0
4708,rook****,그래~ MCU의 시작을 아이언맨이 하더니 그 마무리도 아이언맨이 하는구나~ 땡큐 아이언맨!,10,2,0,2019-04-25 04:56:00,0
4709,피델체(jaes****),최고네요. 멋집니다. 재밌네요,10,2,0,2019-04-25 04:55:00,관람객
4710,두부엄마(beau****),내가슴속 영원한 아이언맨,10,2,0,2019-04-25 04:54:00,0
4711,ㅋㅋ(tltl****),졸잼 3시간이 1시간 반 같이 느껴짐,10,2,0,2019-04-25 04:52:00,0
