,nickname,text,score,like,dislike,time,watch_movie
1213,메롱펄렁귀(rhau****),ㅋㅋㅋㅋ주연 조연 배우들 와...  라인업 세계최강이네,10,1,0,2020-08-22 02:55:00,0
1214,Demian(seun****),베트맨 그는 최고의 영웅이다.,10,1,0,2020-08-13 18:04:00,0
1215,미숫가루(wjdd****),"와 그냥 와만 연신 나오는 영화입니다 와.... 제게는 결말까지 완벽한 영화였습니다. 앞으로 제 인생영화는 다크나이트 시리즈고,  제 롤모델은 배트맨입니다. 여운이 오래 남을 것 같네요. 이 영화를 알게 된 것이 태...",10,1,0,2020-07-20 04:17:00,0
1216,장원일(goz1****),집에서 보고 영화관가서 또 시청했는데 몇번을 봐도 재밋음,10,1,0,2020-07-19 23:22:00,관람객
1217,멜스메(zlwm****),영웅으로 퇴장하는 법,9,1,0,2020-07-19 02:11:00,0
1218,roketqueen(roke****),,10,1,0,2020-07-15 23:15:00,0
1219,ohmi****,마무리까지 완벽하다,10,1,0,2020-07-15 15:24:00,0
1220,부기우기(iaml****),,10,1,0,2020-07-15 11:27:00,0
1221,동훈(pssl****),,10,1,0,2020-07-15 10:21:00,0
1222,REDHOOD(phm9****),단점이 없는 것은 아니지만 연출과 연기와 스토리가 그 단점들을 씹어먹는다,10,1,0,2020-07-14 20:09:00,0
1223,sc15****,오랜만에 다시 본 보람이 있다. 확실히 힘 있는 영화다.,9,1,0,2020-07-14 19:47:00,0
1224,남가현(jsa9****),,10,1,0,2020-07-13 17:09:00,0
1225,airf****,,10,1,0,2020-07-13 16:07:00,0
1226,Hapy(kimd****),,10,1,0,2020-07-13 13:01:00,0
1227,병아리(dida****),다크나이트라는 큰벽이 있음에도 불구하고 훌륭히 3부작마무리를 한 명작임은 틀림없다,10,1,0,2020-07-12 19:40:00,0
1228,sw20****,마지막까지 훌륭한 다크나이트 시리즈,10,1,0,2020-07-12 17:58:00,0
1229,Airen(jbw0****),,10,1,0,2020-07-12 17:35:00,0
1230,winstar(wins****),다크나이트 3부작 완벽한 마무리,10,1,0,2020-07-12 10:43:00,0
1231,HENDY(vip2****),카일이 다했다 너무 멋있어...,8,1,0,2020-07-11 20:55:00,0
1232,pon0****,"수고했어요 배트맨, 이젠 행복하게 사세요 브루스 웨인",10,1,0,2020-07-08 17:46:00,0
1233,leel****,재밌을것같은 액션영화,8,1,0,2020-07-05 18:41:00,0
1234,훈남형준(didg****),,10,1,0,2020-06-26 23:33:00,0
1235,iam(iams****),,10,1,0,2020-06-17 20:09:00,0
1236,성룡(diaa****),,10,1,0,2020-05-12 20:53:00,0
1237,jdj0****,,10,1,0,2020-05-03 16:03:00,0
1238,치유(moon****),`,8,1,0,2020-04-21 13:38:00,0
1239,하아푸움(mcji****),,10,1,0,2020-04-16 02:37:00,0
1240,박준서(big2****),,10,1,0,2020-04-03 03:24:00,0
1241,uniq****,너무나 재미있고 흥미진진했을 뿐만 아니라 감동적이기까지 했습니다. 배트맨이랑 고든 청장은 정말 멋졌습니다. 진정한 영웅은 무엇인가에 대해 생각해보게 하는 영화였습니다. 그리고 배우들 연기 하나하나가 정말 뛰어났습니다...,10,1,0,2020-04-02 10:36:00,0
1242,깜철(gusc****),4 만들어주세요..보고싶어오...,10,1,0,2020-03-29 07:37:00,0
1243,김민규(kimj****),솔직히 말해서 다크나이트 시리즈는 배트맨의 액션이랑 작중에서 가만히 있다가 쓰러지는 액스트라분들은 좀 아쉽기는 했지만 영화 자체는 개인적으로는 현재까지 나온 히어로 영화 중에 가장 최고라고 생각합니다.,10,1,0,2020-03-26 05:11:00,0
1244,rld(rldu****),다크나이트는 히어로물중 최고다,10,1,0,2020-03-21 11:03:00,0
1245,STARK(lshc****),정말 다른 의미로 눈물이 나오게 만드는 영화다...,10,1,0,2020-03-10 21:13:00,0
1246,정민혁(wjda****),"액션은 아쉽긴한데 너무 좋은스토리,ost 그냥 다 완벽",10,1,0,2020-03-06 20:46:00,0
1247,이승현(beck****),최고. 감히 내가 평가할게 못됌....,10,1,0,2020-02-25 15:31:00,0
